Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,56.689999,56.689999,55.200001,56.020000,56.020000,203249
2022-01-04,64.400002,64.400002,56.270000,56.709999,56.709999,118938
2022-01-05,56.700001,56.700001,55.330002,55.869999,55.869999,200553
2022-01-06,55.900002,55.900002,53.799999,54.209999,54.209999,776107
2022-01-07,54.250000,54.790001,54.209999,54.419998,54.419998,145964
2022-01-10,54.889999,54.889999,53.509998,54.029999,54.029999,313147
2022-01-11,54.590000,55.110001,53.849998,54.020000,54.020000,233400
2022-01-12,54.990002,54.990002,54.150002,54.630001,54.630001,138464
2022-01-13,54.689999,55.810001,54.689999,55.160000,55.160000,121344
2022-01-14,54.490002,54.500000,53.299999,53.790001,53.790001,585176
2022-01-17,54.389999,54.500000,53.750000,53.830002,53.830002,136180
2022-01-18,56.470001,56.470001,53.599998,53.689999,53.689999,140390
2022-01-19,53.599998,53.599998,44.250000,53.090000,53.090000,332604
2022-01-20,53.080002,53.090000,52.599998,52.750000,52.750000,251195
2022-01-21,53.660000,53.660000,51.790001,51.889999,51.889999,363242
2022-01-24,51.000000,51.470001,49.849998,50.450001,50.450001,1496768
2022-01-25,51.389999,51.389999,47.959999,48.389999,48.389999,3142267
2022-01-27,41.099998,49.900002,41.099998,48.340000,48.340000,1488224
2022-01-28,55.599998,55.599998,47.700001,47.900002,47.900002,419136
2022-01-31,51.500000,51.500000,48.959999,49.090000,49.090000,603634
2022-02-01,55.400002,55.400002,49.990002,51.490002,51.490002,298797
2022-02-02,52.480000,53.000000,51.810001,52.930000,52.930000,220068
2022-02-03,53.450001,54.490002,50.660000,51.200001,51.200001,294337
2022-02-04,51.200001,51.200001,49.500000,50.020000,50.020000,563903
2022-02-07,52.099998,52.099998,48.650002,50.099998,50.099998,264803
2022-02-08,50.790001,51.090000,49.250000,49.590000,49.590000,287835
2022-02-09,52.490002,52.490002,50.000000,50.430000,50.430000,78979
2022-02-10,52.650002,52.650002,50.830002,51.119999,51.119999,103047
2022-02-11,50.990002,50.990002,49.549999,50.599998,50.599998,3762545
2022-02-14,50.599998,50.599998,48.099998,48.990002,48.990002,283460
2022-02-15,49.250000,50.250000,48.200001,50.080002,50.080002,145813
2022-02-16,50.500000,51.200001,50.150002,50.189999,50.189999,94634
2022-02-17,51.000000,51.000000,49.900002,50.110001,50.110001,91461
2022-02-18,51.119999,51.119999,48.509998,50.139999,50.139999,264063
2022-02-21,47.700001,50.000000,41.099998,48.430000,48.430000,320298
2022-02-22,54.700001,54.700001,44.500000,48.180000,48.180000,177907
2022-02-23,49.910000,49.910000,47.349998,48.430000,48.430000,1057573
2022-02-24,48.599998,48.599998,44.250000,44.810001,44.810001,2711163
2022-02-25,48.700001,48.700001,45.599998,46.779999,46.779999,260015
2022-02-28,47.000000,47.310001,46.000000,47.259998,47.259998,208354
2022-03-02,48.900002,48.900002,46.810001,47.259998,47.259998,285598
2022-03-03,50.259998,50.259998,47.259998,48.380001,48.380001,143880
2022-03-04,49.799999,49.799999,47.000000,47.330002,47.330002,219199
2022-03-07,55.200001,55.200001,45.599998,46.180000,46.180000,926631
2022-03-08,45.700001,47.790001,43.990002,45.189999,45.189999,1244984
2022-03-09,45.400002,46.349998,44.549999,45.549999,45.549999,734000
2022-03-10,48.700001,53.000000,46.110001,46.349998,46.349998,327538
2022-03-11,46.799999,48.000000,45.250000,45.680000,45.680000,307706
2022-03-14,46.099998,46.099998,43.900002,44.169998,44.169998,973985
2022-03-15,45.340000,45.340000,41.810001,42.180000,42.180000,1600830
2022-03-16,42.200001,44.250000,42.200001,44.080002,44.080002,386693
2022-03-17,44.500000,47.439999,44.500000,46.509998,46.509998,703546
2022-03-21,47.000000,49.779999,47.000000,49.450001,49.450001,896534
2022-03-22,50.000000,50.400002,48.549999,49.209999,49.209999,204286
2022-03-23,50.180000,50.500000,49.599998,50.290001,50.290001,2044869
2022-03-24,50.290001,50.900002,49.700001,50.540001,50.540001,301815
2022-03-25,51.000000,51.840000,50.299999,50.520000,50.520000,216299
