Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,37.869999,38.650002,37.619999,38.430000,38.430000,1021048
2023-01-03,38.590000,38.590000,37.509998,38.040001,38.040001,1502371
2023-01-04,38.000000,38.000000,37.009998,37.369999,37.369999,1624450
2023-01-05,37.990002,37.990002,36.450001,36.740002,36.740002,2464549
2023-01-06,36.759998,36.759998,36.000000,36.450001,36.450001,2703290
2023-01-09,37.000000,37.380001,36.610001,36.830002,36.830002,1447887
2023-01-10,37.259998,37.330002,36.689999,36.840000,36.840000,773108
2023-01-11,37.430000,37.630001,37.119999,37.220001,37.220001,609518
2023-01-12,37.650002,37.939999,37.509998,37.790001,37.790001,972606
2023-01-13,37.849998,38.240002,37.849998,38.160000,38.160000,1940530
2023-01-16,38.150002,38.990002,38.150002,38.430000,38.430000,626032
2023-01-17,38.419998,38.779999,38.410000,38.500000,38.500000,504829
2023-01-18,38.880001,39.110001,38.709999,38.919998,38.919998,1132989
2023-01-19,38.930000,38.930000,38.200001,38.419998,38.419998,702740
2023-01-20,38.470001,38.470001,38.049999,38.340000,38.340000,579526
2023-01-23,38.990002,39.650002,38.990002,39.580002,39.580002,2298723
2023-01-24,40.330002,41.000000,40.320000,40.700001,40.700001,2966367
2023-01-25,40.500000,40.849998,40.410000,40.680000,40.680000,1490376
2023-01-27,41.169998,41.939999,41.169998,41.820000,41.820000,1726903
2023-01-30,42.000000,42.990002,42.000000,42.840000,42.840000,1827472
2023-01-31,42.799999,42.799999,41.590000,41.860001,41.860001,1515080
2023-02-01,42.439999,42.849998,42.020000,42.610001,42.610001,1429942
2023-02-02,42.610001,45.500000,42.000000,45.220001,45.220001,2937590
2023-02-03,45.490002,47.849998,45.490002,46.959999,46.959999,2986788
2023-02-06,46.959999,46.959999,45.520000,46.599998,46.599998,1470408
2023-02-07,46.610001,46.799999,46.130001,46.730000,46.730000,2156219
2023-02-08,46.990002,47.880001,46.990002,47.529999,47.529999,949482
2023-02-09,47.470001,47.480000,46.980000,47.220001,47.220001,1825782
2023-02-10,47.130001,47.130001,46.410000,46.480000,46.480000,1330428
2023-02-13,46.770000,46.770000,45.259998,45.639999,45.639999,890001
2023-02-14,45.990002,46.750000,45.910000,46.599998,46.599998,520182
2023-02-15,46.880001,47.389999,46.880001,47.270000,47.270000,1126148
2023-02-16,47.490002,47.860001,47.410000,47.750000,47.750000,995619
2023-02-17,47.410000,47.410000,45.840000,45.930000,45.930000,1170993
2023-02-20,45.939999,46.169998,45.349998,45.459999,45.459999,578842
2023-02-21,45.509998,45.869999,45.310001,45.459999,45.459999,248683
2023-02-22,45.209999,45.209999,44.209999,44.290001,44.290001,1093663
2023-02-23,44.669998,45.400002,44.529999,45.000000,45.000000,397312
2023-02-24,45.200001,45.470001,44.799999,44.900002,44.900002,503811
2023-02-27,44.799999,44.939999,44.209999,44.580002,44.580002,588335
2023-02-28,45.000000,45.939999,44.599998,44.740002,44.740002,895550
2023-03-01,44.990002,45.450001,44.759998,45.389999,45.389999,367394
2023-03-02,45.000000,45.000000,44.480000,44.680000,44.680000,532777
2023-03-03,44.759998,44.759998,44.099998,44.360001,44.360001,936745
2023-03-06,45.000000,45.939999,45.000000,45.549999,45.549999,505126
2023-03-08,45.380001,45.380001,44.520000,44.619999,44.619999,577490
2023-03-09,44.959999,45.189999,44.560001,44.619999,44.619999,503706
2023-03-10,44.680000,44.680000,43.509998,43.619999,43.619999,800198
2023-03-13,43.869999,43.869999,43.020000,43.310001,43.310001,591885
2023-03-14,43.869999,43.959999,43.520000,43.759998,43.759998,638350
2023-03-15,44.000000,45.790001,44.000000,45.009998,45.009998,831850
2023-03-16,45.480000,46.200001,45.189999,45.889999,45.889999,1168883
2023-03-17,46.860001,47.419998,46.860001,47.160000,47.160000,1381053
2023-03-20,47.139999,47.230000,46.549999,46.680000,46.680000,1957691
2023-03-21,46.689999,47.299999,46.689999,47.250000,47.250000,753218
2023-03-22,47.240002,48.200001,47.240002,47.919998,47.919998,1837350
2023-03-23,48.500000,48.500000,47.130001,47.799999,47.799999,977559
2023-03-24,48.070000,48.650002,48.070000,48.430000,48.430000,1082092
2023-03-27,48.430000,48.779999,48.130001,48.500000,48.500000,977726
2023-03-28,48.529999,48.529999,47.709999,47.779999,47.779999,415763
2023-03-29,47.970001,48.799999,47.540001,48.450001,48.450001,968920
2023-03-31,49.500000,49.610001,49.009998,49.500000,49.500000,915898
2023-04-03,51.000000,51.000000,49.830002,50.480000,50.480000,1277984
2023-04-05,50.279999,50.730000,50.000000,50.060001,50.060001,614768
2023-04-06,50.110001,50.110001,48.570000,48.770000,48.770000,1025803
2023-04-10,49.380001,49.389999,48.820000,49.090000,49.090000,685087
2023-04-11,49.090000,49.500000,49.090000,49.410000,49.410000,540455
2023-04-12,49.419998,49.950001,48.660000,49.259998,49.259998,447126
2023-04-13,49.110001,49.110001,48.320000,48.709999,48.709999,320977
2023-04-17,48.700001,49.590000,48.700001,49.009998,49.009998,734236
2023-04-18,49.470001,49.470001,48.919998,49.259998,49.259998,574279
2023-04-19,49.470001,49.470001,48.700001,48.700001,48.700001,325422
2023-04-20,48.970001,48.970001,48.230000,48.480000,48.480000,381919
2023-04-21,48.389999,48.490002,48.110001,48.349998,48.349998,132279
2023-04-24,48.840000,48.840000,48.130001,48.389999,48.389999,126751
2023-04-25,48.389999,48.389999,47.709999,47.759998,47.759998,374575
2023-04-26,47.959999,48.080002,47.049999,47.900002,47.900002,548580
2023-04-27,47.930000,48.419998,47.869999,47.939999,47.939999,452096
2023-04-28,48.970001,49.279999,48.939999,49.139999,49.139999,580066
2023-05-02,49.189999,49.650002,49.139999,49.459999,49.459999,476006
2023-05-03,49.410000,49.410000,48.799999,49.040001,49.040001,467195
2023-05-04,48.549999,49.000000,48.549999,48.730000,48.730000,255229
2023-05-05,49.270000,49.270000,48.959999,49.130001,49.130001,1107128
