Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,129.789993,129.789993,128.710007,129.020004,129.020004,8037
2020-01-02,129.500000,130.490005,129.270004,130.240005,130.240005,12994
2020-01-03,130.100006,130.100006,129.250000,129.589996,129.589996,7120
2020-01-06,129.800003,130.320007,127.000000,127.349998,127.349998,19327
2020-01-07,128.000000,129.789993,127.489998,127.879997,127.879997,6831
2020-01-08,127.000000,127.750000,126.309998,127.559998,127.559998,10358
2020-01-09,129.899994,129.899994,127.760002,129.369995,129.369995,4335
2020-01-10,130.000000,130.250000,129.240005,129.690002,129.690002,7355
2020-01-13,130.399994,130.789993,130.100006,130.429993,130.429993,9492
2020-01-14,130.500000,131.279999,130.320007,130.929993,130.929993,4850
2020-01-15,130.500000,131.059998,130.199997,130.929993,130.929993,157088
2020-01-16,131.039993,131.229996,130.649994,130.979996,130.979996,3246
2020-01-17,131.119995,131.300003,130.529999,131.000000,131.000000,80272
2020-01-20,131.500000,132.800003,129.720001,129.789993,129.789993,7175
2020-01-21,129.500000,129.779999,129.000000,129.149994,129.149994,27233
2020-01-22,129.500000,130.000000,128.309998,128.550003,128.550003,96933
2020-01-23,128.509995,129.380005,128.350006,129.300003,129.300003,3480
2020-01-24,129.149994,130.300003,129.149994,130.110001,130.110001,4178
2020-01-27,129.419998,129.589996,128.399994,128.679993,128.679993,94693
2020-01-28,128.649994,129.000000,127.690002,128.119995,128.119995,11829
2020-01-29,128.699997,129.059998,128.149994,128.820007,128.820007,54811
2020-01-30,128.500000,128.500000,127.599998,127.820000,127.820000,12281
2020-01-31,127.720001,128.229996,126.919998,127.089996,127.089996,21829
2020-02-03,124.500000,124.860001,123.690002,124.300003,124.300003,171855
2020-02-04,125.000000,126.879997,125.000000,126.800003,126.800003,12641
2020-02-05,126.879997,128.089996,126.879997,127.860001,127.860001,4212
2020-02-06,128.240005,129.059998,128.039993,128.919998,128.919998,6595
2020-02-07,128.500000,128.679993,127.800003,128.179993,128.179993,3208
2020-02-10,128.000000,128.000000,127.330002,127.779999,127.779999,20267
2020-02-11,128.500000,128.990005,128.289993,128.320007,128.320007,3389
2020-02-12,128.960007,129.770004,128.600006,129.270004,129.270004,21196
2020-02-13,128.699997,129.380005,128.529999,129.240005,129.240005,1098
2020-02-14,128.750000,129.600006,128.130005,128.279999,128.279999,4528
2020-02-17,129.080002,129.080002,127.800003,127.940002,127.940002,4934
2020-02-18,127.500000,127.500000,126.500000,127.230003,127.230003,59925
2020-02-19,128.000000,128.630005,127.820000,128.520004,128.520004,6202
2020-02-20,128.360001,128.809998,128.149994,128.389999,128.389999,5928
2020-02-24,128.000000,128.000000,125.500000,125.830002,125.830002,50720
2020-02-25,125.980003,126.250000,125.349998,125.389999,125.389999,14780
2020-02-26,125.000000,125.089996,123.809998,124.110001,124.110001,22496
2020-02-27,124.000000,124.010002,122.540001,123.489998,123.489998,22059
2020-02-28,122.500000,123.300003,119.209999,119.440002,119.440002,74280
2020-03-02,120.500000,123.800003,117.449997,118.650002,118.650002,31426
2020-03-03,120.000000,120.559998,118.599998,120.489998,120.489998,32616
2020-03-04,120.980003,120.980003,117.889999,119.519997,119.519997,138343
2020-03-05,120.000000,121.000000,119.430000,119.870003,119.870003,16617
2020-03-06,117.919998,117.919998,116.000000,117.260002,117.260002,77309
2020-03-09,115.709999,115.720001,109.500000,111.680000,111.680000,124763
2020-03-11,111.570000,112.110001,110.500000,111.389999,111.389999,75424
2020-03-12,107.639999,107.709999,101.169998,103.059998,103.059998,287722
2020-03-13,100.000000,108.239998,96.500000,106.019997,106.019997,178587
2020-03-16,105.089996,107.070000,100.150002,102.180000,102.180000,131669
2020-03-17,102.900002,103.089996,95.500000,98.480003,98.480003,136386
2020-03-18,101.089996,102.000000,92.160004,96.269997,96.269997,332188
2020-03-19,94.750000,94.989998,87.099998,89.459999,89.459999,197938
2020-03-20,90.110001,94.699997,88.099998,93.080002,93.080002,204441
2020-03-23,87.989998,91.000000,82.500000,84.040001,84.040001,761626
2020-03-24,86.000000,87.379997,83.040001,85.099998,85.099998,119850
2020-03-25,85.199997,89.900002,84.080002,89.470001,89.470001,116408
2020-03-26,90.000000,96.580002,86.129997,93.589996,93.589996,163214
2020-03-27,94.129997,95.949997,90.400002,91.250000,91.250000,125311
2020-03-30,91.000000,92.500000,88.480003,89.139999,89.139999,286391
2020-03-31,90.099998,92.620003,89.800003,91.730003,91.730003,115266
2020-04-01,91.550003,91.550003,89.000000,89.320000,89.320000,101487
2020-04-03,90.000000,90.330002,86.400002,86.650002,86.650002,252909
2020-04-07,89.839996,92.820000,88.650002,92.400002,92.400002,181888
2020-04-08,92.110001,96.550003,91.000000,92.720001,92.720001,76207
2020-04-09,94.000000,96.500000,93.300003,96.190002,96.190002,80085
2020-04-13,95.309998,96.239998,94.250000,95.680000,95.680000,90798
2020-04-15,97.250000,97.900002,94.720001,95.230003,95.230003,61810
2020-04-16,95.000000,95.910004,93.900002,95.610001,95.610001,23346
2020-04-17,98.050003,98.540001,96.570000,98.169998,98.169998,60633
2020-04-20,98.320000,99.129997,95.500000,97.989998,97.989998,145662
2020-04-21,96.800003,96.800003,94.809998,95.570000,95.570000,45509
2020-04-22,96.720001,97.639999,94.849998,97.470001,97.470001,33948
2020-04-23,97.500000,98.980003,97.110001,98.709999,98.709999,35238
2020-04-24,97.690002,98.190002,96.919998,97.139999,97.139999,50621
2020-04-27,98.550003,99.040001,98.199997,98.459999,98.459999,34514
2020-04-28,99.379997,99.519997,98.370003,99.370003,99.370003,22115
2020-04-29,99.680000,101.470001,99.550003,101.139999,101.139999,38442
2020-04-30,102.559998,104.730003,102.000000,104.190002,104.190002,80120
2020-05-04,102.000000,102.000000,98.400002,98.790001,98.790001,73600
2020-05-05,99.980003,100.300003,97.500000,97.720001,97.720001,41525
2020-05-06,97.529999,99.040001,96.800003,98.489998,98.489998,28768
2020-05-07,98.500000,98.769997,96.300003,97.500000,97.500000,20911
2020-05-08,98.629997,99.169998,98.000000,98.120003,98.120003,18356
2020-05-11,99.000000,99.900002,98.000000,98.260002,98.260002,22496
2020-05-12,98.190002,101.400002,96.300003,97.809998,97.809998,84852
2020-05-13,99.980003,103.000000,99.339996,99.720001,99.720001,129309
2020-05-14,98.519997,98.739998,97.199997,97.389999,97.389999,54839
2020-05-15,98.330002,98.339996,96.400002,97.070000,97.070000,78791
2020-05-18,97.180000,97.180000,93.620003,93.930000,93.930000,143572
2020-05-19,95.550003,97.400002,93.500000,94.040001,94.040001,116817
2020-05-20,94.500000,96.650002,94.220001,96.339996,96.339996,49232
2020-05-21,97.370003,97.370003,96.300003,96.680000,96.680000,33678
2020-05-22,96.650002,96.830002,95.500000,96.059998,96.059998,43145
2020-05-26,98.000000,98.000000,95.849998,96.230003,96.230003,50635
2020-05-27,96.300003,98.800003,95.779999,98.500000,98.500000,63501
2020-05-28,98.959999,100.529999,98.779999,100.400002,100.400002,76077
2020-05-29,99.699997,101.699997,99.510002,101.400002,101.400002,74628
2020-06-01,102.500000,105.199997,102.500000,104.440002,104.440002,84237
2020-06-02,104.440002,106.080002,104.110001,105.919998,105.919998,83467
2020-06-03,106.500000,107.800003,101.099998,105.709999,105.709999,78451
2020-06-04,106.680000,107.000000,105.330002,106.209999,106.209999,52763
2020-06-05,106.500000,108.000000,106.500000,107.709999,107.709999,28699
2020-06-08,110.949997,110.949997,107.709999,108.000000,108.000000,47351
2020-06-09,108.099998,109.080002,106.589996,106.800003,106.800003,47268
2020-06-10,109.949997,109.949997,105.300003,107.800003,107.800003,38985
2020-06-11,107.500000,107.500000,105.150002,105.330002,105.330002,24601
2020-06-12,103.000000,105.949997,102.160004,105.730003,105.730003,83980
2020-06-15,106.500000,106.500000,103.400002,104.610001,104.610001,146422
2020-06-16,106.820000,106.820000,103.480003,105.160004,105.160004,281402
2020-06-17,104.500000,105.940002,104.230003,104.870003,104.870003,31330
2020-06-18,104.900002,107.120003,104.699997,106.910004,106.910004,25050
2020-06-19,107.349998,109.050003,106.870003,108.879997,108.879997,44204
2020-06-22,108.790001,110.230003,108.599998,109.540001,109.540001,211109
2020-06-23,109.110001,111.260002,109.099998,111.010002,111.010002,60357
2020-06-24,111.000000,111.940002,106.199997,109.010002,109.010002,256628
2020-06-25,108.510002,109.889999,108.300003,109.080002,109.080002,52829
2020-06-26,109.500000,110.500000,109.139999,110.230003,110.230003,123187
2020-06-29,110.000000,110.000000,108.720001,109.779999,109.779999,45831
2020-06-30,110.400002,110.970001,109.180000,109.480003,109.480003,126237
2020-07-01,109.669998,114.000000,109.610001,111.029999,111.029999,81015
2020-07-02,111.500000,112.500000,111.379997,112.080002,112.080002,53395
2020-07-03,112.500000,112.970001,112.169998,112.559998,112.559998,28517
2020-07-06,113.000000,114.599998,113.000000,114.250000,114.250000,236107
2020-07-07,114.470001,114.800003,113.370003,114.610001,114.610001,31978
2020-07-08,115.080002,115.199997,113.570000,113.980003,113.980003,19614
2020-07-09,114.220001,115.220001,114.040001,115.040001,115.040001,118163
2020-07-10,114.519997,114.889999,113.940002,114.510002,114.510002,37732
2020-07-13,115.000000,115.739998,114.260002,114.790001,114.790001,213094
2020-07-14,114.750000,114.949997,112.489998,112.919998,112.919998,101559
2020-07-15,113.849998,114.900002,112.639999,113.510002,113.510002,76429
2020-07-16,113.750000,114.220001,111.300003,114.000000,114.000000,166701
2020-07-17,114.349998,116.230003,114.300003,115.720001,115.720001,18544
2020-07-20,116.190002,117.199997,116.150002,116.959999,116.959999,72568
2020-07-21,117.050003,118.750000,117.050003,118.570000,118.570000,42565
2020-07-22,118.800003,119.599998,115.010002,118.129997,118.129997,395580
2020-07-23,118.139999,119.150002,117.970001,119.040001,119.040001,93477
2020-07-24,118.500000,119.250000,117.800003,118.970001,118.970001,33244
2020-07-27,119.000000,119.120003,118.000000,118.379997,118.379997,29894
2020-07-28,118.830002,120.120003,118.680000,119.970001,119.970001,86465
2020-07-29,120.220001,120.440002,118.750000,119.379997,119.379997,25700
2020-07-30,119.690002,119.889999,117.720001,118.089996,118.089996,138445
2020-07-31,118.239998,118.559998,117.400002,118.050003,118.050003,124343
2020-08-03,118.250000,118.500000,114.199997,116.139999,116.139999,272098
2020-08-04,116.889999,118.129997,116.239998,117.910004,117.910004,14415
2020-08-05,118.110001,119.180000,117.599998,118.000000,118.000000,29814
2020-08-06,118.209999,119.550003,118.199997,119.139999,119.139999,25252
2020-08-07,118.400002,119.500000,118.150002,119.330002,119.330002,90730
2020-08-10,120.709999,120.709999,119.599998,120.080002,120.080002,16504
2020-08-11,120.500000,120.900002,119.400002,120.330002,120.330002,129620
2020-08-12,120.300003,120.440002,119.500000,120.250000,120.250000,43136
2020-08-13,121.800003,121.800003,119.849998,120.470001,120.470001,19702
2020-08-14,121.239998,121.239998,118.379997,119.400002,119.400002,32975
2020-08-17,120.449997,120.449997,118.949997,119.900002,119.900002,137302
2020-08-18,120.000000,121.099998,119.699997,120.889999,120.889999,132813
2020-08-19,121.720001,121.790001,121.000000,121.230003,121.230003,29351
2020-08-20,120.320000,120.809998,119.860001,120.379997,120.379997,95952
2020-08-21,121.139999,121.449997,121.000000,121.139999,121.139999,21597
2020-08-24,122.099998,122.290001,121.139999,121.930000,121.930000,216764
2020-08-25,122.199997,122.489998,121.370003,122.070000,122.070000,14876
2020-08-26,122.279999,122.830002,121.790001,122.690002,122.690002,100256
2020-08-27,123.699997,123.699997,122.800003,122.900002,122.900002,67493
2020-08-28,123.120003,124.169998,123.120003,123.959999,123.959999,47813
2020-08-31,124.800003,125.199997,120.510002,121.250000,121.250000,101402
2020-09-01,121.500000,122.949997,119.160004,122.070000,122.070000,229628
2020-09-02,122.110001,122.949997,121.500000,122.900002,122.900002,21838
2020-09-03,122.949997,123.250000,122.010002,122.660004,122.660004,68944
2020-09-04,120.550003,122.040001,120.550003,121.089996,121.089996,261124
2020-09-07,121.089996,121.650002,120.239998,121.650002,121.650002,46989
2020-09-08,121.650002,121.949997,120.300003,120.820000,120.820000,170719
2020-09-09,120.820000,120.820000,119.410004,120.419998,120.419998,115016
2020-09-10,120.519997,122.000000,120.400002,121.900002,121.900002,186541
2020-09-11,121.839996,122.250000,121.610001,122.120003,122.120003,9647
2020-09-14,122.400002,123.059998,121.550003,122.169998,122.169998,29139
2020-09-15,122.430000,123.000000,121.900002,122.889999,122.889999,133406
2020-09-16,123.070000,123.760002,122.650002,123.589996,123.589996,10071
2020-09-17,123.440002,123.449997,122.300003,122.709999,122.709999,41807
2020-09-18,123.839996,123.839996,122.050003,122.720001,122.720001,14569
2020-09-21,122.699997,122.849998,117.260002,119.940002,119.940002,170769
2020-09-22,119.730003,120.260002,118.250000,119.010002,119.010002,182824
2020-09-23,119.129997,119.809998,117.750000,118.989998,118.989998,114028
2020-09-24,117.879997,117.879997,115.050003,115.830002,115.830002,239414
2020-09-25,116.550003,118.000000,115.699997,117.790001,117.790001,165811
2020-09-28,118.510002,120.000000,118.120003,119.900002,119.900002,15037
2020-09-29,119.930000,120.440002,119.430000,119.800003,119.800003,135637
2020-09-30,119.930000,120.129997,119.059998,119.910004,119.910004,12784
2020-10-01,119.800003,121.769997,119.800003,121.680000,121.680000,46119
2020-10-05,122.050003,123.000000,121.709999,122.360001,122.360001,124418
2020-10-06,123.309998,124.199997,122.970001,124.029999,124.029999,28752
2020-10-07,124.570000,125.099998,121.559998,124.779999,124.779999,168934
2020-10-08,125.440002,126.489998,125.370003,125.989998,125.989998,81936
2020-10-09,125.839996,127.250000,125.680000,126.860001,126.860001,183925
2020-10-12,127.139999,127.820000,126.320000,127.010002,127.010002,35635
2020-10-13,126.790001,127.500000,126.199997,126.959999,126.959999,151578
2020-10-14,126.839996,127.669998,125.820000,127.430000,127.430000,15741
2020-10-15,127.449997,127.500000,123.800003,124.730003,124.730003,141232
2020-10-16,125.080002,125.889999,124.680000,125.620003,125.620003,21423
2020-10-19,126.500000,126.900002,126.000000,126.760002,126.760002,219085
2020-10-20,126.550003,127.080002,126.389999,126.680000,126.680000,4278
2020-10-21,126.839996,127.800003,125.419998,126.989998,126.989998,113780
2020-10-22,127.029999,127.029999,126.000000,126.669998,126.669998,65934
2020-10-23,127.000000,127.449997,126.839996,127.040001,127.040001,6405
2020-10-26,127.040001,127.040001,125.279999,125.919998,125.919998,13028
2020-10-27,125.900002,126.930000,125.000000,126.699997,126.699997,135312
2020-10-28,126.540001,127.110001,125.019997,125.430000,125.430000,24986
2020-10-29,124.190002,125.400002,123.570000,124.739998,124.739998,129471
2020-10-30,124.860001,125.500000,123.400002,124.559998,124.559998,101928
2020-11-02,124.570000,125.000000,123.599998,124.419998,124.419998,37284
2020-11-03,124.930000,126.199997,124.720001,125.970001,125.970001,191338
2020-11-04,126.419998,127.160004,125.500000,126.889999,126.889999,41362
2020-11-05,128.100006,129.199997,128.000000,129.020004,129.020004,51755
2020-11-06,129.350006,130.649994,129.289993,130.570007,130.570007,43709
2020-11-09,132.119995,132.899994,131.350006,132.729996,132.729996,106099
2020-11-10,133.410004,134.970001,131.000000,134.610001,134.610001,264770
2020-11-11,135.740005,136.000000,134.199997,135.809998,135.809998,26487
2020-11-12,135.779999,135.779999,134.710007,135.339996,135.339996,111518
2020-11-13,135.369995,135.880005,134.240005,135.750000,135.750000,140466
2020-11-14,137.110001,137.110001,135.429993,136.389999,136.389999,25456
2020-11-17,138.110001,138.110001,136.919998,137.429993,137.429993,76129
2020-11-18,137.800003,137.880005,136.770004,137.800003,137.800003,157397
2020-11-19,137.600006,138.029999,135.949997,136.240005,136.240005,101432
2020-11-20,136.240005,137.220001,135.699997,137.070007,137.070007,15577
2020-11-23,137.399994,138.000000,136.649994,137.779999,137.779999,175756
2020-11-24,137.990005,139.750000,137.990005,139.320007,139.320007,143439
2020-11-25,139.699997,140.130005,137.130005,137.380005,137.380005,139418
2020-11-26,138.440002,138.789993,136.550003,138.419998,138.419998,20095
2020-11-27,138.410004,138.970001,137.830002,138.320007,138.320007,122273
2020-12-01,138.869995,139.929993,138.139999,139.800003,139.800003,24355
2020-12-02,139.740005,140.100006,138.600006,139.889999,139.889999,90178
2020-12-03,140.970001,140.990005,139.910004,140.130005,140.130005,14432
2020-12-04,140.289993,141.690002,140.250000,141.289993,141.289993,127812
2020-12-07,141.289993,142.399994,140.910004,142.220001,142.220001,127249
2020-12-08,142.000000,143.100006,141.970001,142.910004,142.910004,32353
2020-12-09,142.979996,144.550003,142.960007,144.410004,144.410004,115143
2020-12-10,144.649994,144.649994,142.960007,143.759995,143.759995,95983
2020-12-11,144.119995,144.699997,142.860001,144.009995,144.009995,17818
2020-12-14,144.990005,145.000000,143.500000,144.330002,144.330002,139204
2020-12-15,144.169998,144.850006,143.330002,144.500000,144.500000,104884
2020-12-16,144.910004,146.000000,144.910004,145.929993,145.929993,50207
2020-12-17,145.779999,146.850006,145.509995,146.509995,146.509995,102025
2020-12-18,146.509995,147.169998,145.800003,147.000000,147.000000,16623
2020-12-21,147.000000,147.000000,140.389999,142.389999,142.389999,299194
2020-12-22,143.000000,144.020004,141.130005,143.880005,143.880005,80658
2020-12-23,144.169998,145.250000,141.050003,145.039993,145.039993,183579
2020-12-24,145.350006,146.679993,145.350006,146.509995,146.509995,42571
2020-12-28,146.509995,148.000000,146.000000,147.869995,147.869995,89752
2020-12-29,148.179993,148.899994,148.050003,148.750000,148.750000,214107
2020-12-30,149.000000,149.440002,148.199997,149.270004,149.270004,70094
